team,Ball Possession,Blocked Shots,Corner Kicks,Fouls,Goalkeeper Saves,Offsides,Passes %,Passes accurate,Red Cards,Shots insidebox,Shots off Goal,Shots on Goal,Shots outsidebox,Total Shots,Total passes,Yellow Cards,fixture_id,league_id,league,event_date,event_timestamp,firstHalfStart,secondHalfStart,round,status,statusShort,elapsed,venue,referee,homeTeam,awayTeam,goalsHomeTeam,goalsAwayTeam,score
home,53%,4,9,10,4,5,,390,,7,2,5,4,11,494,4,157203,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T12:30:00+00:00,1577363400,1577363400.0,1577367000.0,Regular Season - 19,Match Finished,FT,90,Tottenham Hotspur Stadium (London),"Graham Scott, England","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}",2.0,1.0,"{'halftime': '0-1', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,47%,1,2,9,3,0,,331,,3,5,5,8,11,416,2,157203,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T12:30:00+00:00,1577363400,1577363400.0,1577367000.0,Regular Season - 19,Match Finished,FT,90,Tottenham Hotspur Stadium (London),"Graham Scott, England","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}",2.0,1.0,"{'halftime': '0-1', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,38%,3,8,5,1,1,,290,,9,5,4,3,12,369,4,157195,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,"Vitality Stadium (Bournemouth, Dorset)","Stuart Attwell, England","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}",1.0,1.0,"{'halftime': '1-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,62%,9,3,13,3,0,,514,,11,6,2,6,17,592,4,157195,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,"Vitality Stadium (Bournemouth, Dorset)","Stuart Attwell, England","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}",1.0,1.0,"{'halftime': '1-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,42%,4,5,15,5,1,,271,,8,5,2,3,11,363,2,157196,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Villa Park (Birmingham),"Chris Kavanagh, England","{'team_id': 66, 'team_name': 'Aston Villa', 'logo': 'https://media.api-football.com/teams/66.png'}","{'team_id': 71, 'team_name': 'Norwich', 'logo': 'https://media.api-football.com/teams/71.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
away,58%,4,8,12,1,0,,424,,13,6,6,3,16,508,3,157196,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Villa Park (Birmingham),"Chris Kavanagh, England","{'team_id': 66, 'team_name': 'Aston Villa', 'logo': 'https://media.api-football.com/teams/66.png'}","{'team_id': 71, 'team_name': 'Norwich', 'logo': 'https://media.api-football.com/teams/71.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
home,66%,2,8,10,1,1,,556,,6,5,3,4,10,688,3,157197,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Stamford Bridge (London),"Jonathan Moss, England","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",0.0,2.0,"{'halftime': '0-1', 'fulltime': '0-2', 'extratime': None, 'penalty': None}"
away,34%,2,1,9,3,2,,228,,4,0,3,1,5,362,2,157197,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Stamford Bridge (London),"Jonathan Moss, England","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",0.0,2.0,"{'halftime': '0-1', 'fulltime': '0-2', 'extratime': None, 'penalty': None}"
home,58%,1,7,5,1,1,,464,,11,8,4,2,13,557,0,157198,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Selhurst Park (London),"Andre Marriner, England","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,42%,3,6,10,2,2,,288,,7,5,2,3,10,390,2,157198,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Selhurst Park (London),"Andre Marriner, England","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,67%,8,10,15,0,0,,426,,10,8,5,11,21,521,,157199,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Goodison Park (Liverpool),"Anthony Taylor, England","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
away,33%,0,2,14,4,1,,144,,3,6,0,3,6,255,,157199,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Goodison Park (Liverpool),"Anthony Taylor, England","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
home,58%,6,9,11,1,4,,392,,12,6,4,4,16,517,0,157202,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Bramall Lane (Sheffield),"David Coote, England","{'team_id': 62, 'team_name': 'Sheffield Utd', 'logo': 'https://media.api-football.com/teams/62.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,42%,1,1,8,3,1,,265,,3,2,2,2,5,386,3,157202,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T15:00:00+00:00,1577372400,1577372400.0,1577376000.0,Regular Season - 19,Match Finished,FT,90,Bramall Lane (Sheffield),"David Coote, England","{'team_id': 62, 'team_name': 'Sheffield Utd', 'logo': 'https://media.api-football.com/teams/62.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",1.0,1.0,"{'halftime': '1-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,73%,5,5,10,1,1,,732,,8,7,10,14,22,815,2,157201,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T17:30:00+00:00,1577381400,1577381400.0,1577385000.0,Regular Season - 19,Match Finished,FT,90,Old Trafford (Manchester),"Kevin Friend, England","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}",4.0,1.0,"{'halftime': '3-1', 'fulltime': '4-1', 'extratime': None, 'penalty': None}"
away,27%,0,0,7,6,1,,213,,5,5,2,2,7,295,2,157201,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T17:30:00+00:00,1577381400,1577381400.0,1577385000.0,Regular Season - 19,Match Finished,FT,90,Old Trafford (Manchester),"Kevin Friend, England","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}",4.0,1.0,"{'halftime': '3-1', 'fulltime': '4-1', 'extratime': None, 'penalty': None}"
home,41%,1,2,5,2,6,,345,,1,2,0,2,3,421,1,157200,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T20:00:00+00:00,1577390400,1577390400.0,1577394000.0,Regular Season - 19,Match Finished,FT,90,"King Power Stadium (Leicester, Leicestershire)","Michael Oliver, England","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",0.0,4.0,"{'halftime': '0-1', 'fulltime': '0-4', 'extratime': None, 'penalty': None}"
away,59%,2,8,7,0,3,,506,,12,7,6,3,15,590,1,157200,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-26T20:00:00+00:00,1577390400,1577390400.0,1577394000.0,Regular Season - 19,Match Finished,FT,90,"King Power Stadium (Leicester, Leicestershire)","Michael Oliver, England","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",0.0,4.0,"{'halftime': '0-1', 'fulltime': '0-4', 'extratime': None, 'penalty': None}"
home,61%,7,3,7,1,0,,500,0,11,6,8,10,21,564,0,157204,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-27T19:45:00+00:00,1577475900,1577475900.0,1577479500.0,Regular Season - 19,Match Finished,FT,90,"Molineux Stadium (Wolverhampton, West Midlands)","Martin Atkinson, England","{'team_id': 39, 'team_name': 'Wolves', 'logo': 'https://media.api-football.com/teams/39.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",3.0,2.0,"{'halftime': '0-1', 'fulltime': '3-2', 'extratime': None, 'penalty': None}"
away,39%,1,1,13,5,1,,282,1,5,3,3,2,7,358,1,157204,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-27T19:45:00+00:00,1577475900,1577475900.0,1577479500.0,Regular Season - 19,Match Finished,FT,90,"Molineux Stadium (Wolverhampton, West Midlands)","Martin Atkinson, England","{'team_id': 39, 'team_name': 'Wolves', 'logo': 'https://media.api-football.com/teams/39.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",3.0,2.0,"{'halftime': '0-1', 'fulltime': '3-2', 'extratime': None, 'penalty': None}"
home,55%,4,9,9,2,3,,411,,7,6,6,9,16,496,0,157206,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T12:30:00+00:00,1577536200,1577536200.0,1577539800.0,Regular Season - 20,Match Finished,FT,90,"The American Express Community Stadium (Falmer, East Sussex)","Paul Tierney, England","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
away,45%,5,2,11,4,0,,317,,6,3,2,4,10,413,2,157206,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T12:30:00+00:00,1577536200,1577536200.0,1577539800.0,Regular Season - 20,Match Finished,FT,90,"The American Express Community Stadium (Falmer, East Sussex)","Paul Tierney, England","{'team_id': 51, 'team_name': 'Brighton', 'logo': 'https://media.api-football.com/teams/51.png'}","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
home,42%,6,5,13,7,3,,230,,16,9,5,4,20,311,2,157210,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T15:00:00+00:00,1577545200,1577545200.0,1577548800.0,Regular Season - 20,Match Finished,FT,90,St. James' Park (Newcastle upon Tyne),"Lee Mason, England","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}",1.0,2.0,"{'halftime': '0-1', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
away,58%,6,8,13,4,2,,340,,16,7,9,6,22,434,2,157210,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T15:00:00+00:00,1577545200,1577545200.0,1577548800.0,Regular Season - 20,Match Finished,FT,90,St. James' Park (Newcastle upon Tyne),"Lee Mason, England","{'team_id': 34, 'team_name': 'Newcastle', 'logo': 'https://media.api-football.com/teams/34.png'}","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}",1.0,2.0,"{'halftime': '0-1', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
home,59%,5,12,13,1,2,,380,,10,4,5,4,14,471,1,157212,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T15:00:00+00:00,1577545200,1577545200.0,1577548800.0,Regular Season - 20,Match Finished,FT,90,"St. Mary's Stadium (Southampton, Hampshire)","Andy Madley, England","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}",1.0,1.0,"{'halftime': '0-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,41%,0,4,7,4,2,,243,,2,3,2,3,5,334,2,157212,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T15:00:00+00:00,1577545200,1577545200.0,1577548800.0,Regular Season - 20,Match Finished,FT,90,"St. Mary's Stadium (Southampton, Hampshire)","Andy Madley, England","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}",1.0,1.0,"{'halftime': '0-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,48%,9,6,16,2,1,,325,1,12,5,6,8,20,412,5,157213,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T15:00:00+00:00,1577545200,1577545200.0,1577548800.0,Regular Season - 20,Match Finished,FT,90,Vicarage Road (Watford),"Simon Hooper, England","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}","{'team_id': 66, 'team_name': 'Aston Villa', 'logo': 'https://media.api-football.com/teams/66.png'}",3.0,0.0,"{'halftime': '1-0', 'fulltime': '3-0', 'extratime': None, 'penalty': None}"
away,52%,6,3,9,3,3,,351,0,5,3,2,6,11,430,1,157213,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T15:00:00+00:00,1577545200,1577545200.0,1577548800.0,Regular Season - 20,Match Finished,FT,90,Vicarage Road (Watford),"Simon Hooper, England","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}","{'team_id': 66, 'team_name': 'Aston Villa', 'logo': 'https://media.api-football.com/teams/66.png'}",3.0,0.0,"{'halftime': '1-0', 'fulltime': '3-0', 'extratime': None, 'penalty': None}"
home,41%,0,4,12,5,3,,279,,2,3,2,3,5,394,3,157211,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T17:30:00+00:00,1577554200,1577554200.0,1577557800.0,Regular Season - 20,Match Finished,FT,90,"Carrow Road (Norwich, Norfolk)","Kevin Friend, England","{'team_id': 71, 'team_name': 'Norwich', 'logo': 'https://media.api-football.com/teams/71.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",2.0,2.0,"{'halftime': '1-0', 'fulltime': '2-2', 'extratime': None, 'penalty': None}"
away,59%,7,6,10,1,3,,450,,5,1,7,10,15,554,3,157211,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T17:30:00+00:00,1577554200,1577554200.0,1577557800.0,Regular Season - 20,Match Finished,FT,90,"Carrow Road (Norwich, Norfolk)","Kevin Friend, England","{'team_id': 71, 'team_name': 'Norwich', 'logo': 'https://media.api-football.com/teams/71.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",2.0,2.0,"{'halftime': '1-0', 'fulltime': '2-2', 'extratime': None, 'penalty': None}"
home,42%,5,5,16,6,2,,271,,11,5,4,3,14,383,4,157214,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T17:30:00+00:00,1577554200,1577554200.0,1577557800.0,Regular Season - 20,Match Finished,FT,90,London Stadium (London),"David Coote, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}",1.0,2.0,"{'halftime': '1-1', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
away,58%,3,5,4,3,3,,424,,10,2,8,3,13,523,1,157214,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T17:30:00+00:00,1577554200,1577554200.0,1577557800.0,Regular Season - 20,Match Finished,FT,90,London Stadium (London),"David Coote, England","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}",1.0,2.0,"{'halftime': '1-1', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
home,38%,2,5,17,2,5,,200,,4,5,1,4,8,295,4,157207,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T19:45:00+00:00,1577562300,1577562300.0,1577565900.0,Regular Season - 20,Match Finished,FT,90,Turf Moor (Burnley),"Mike Dean, England","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",0.0,2.0,"{'halftime': '0-1', 'fulltime': '0-2', 'extratime': None, 'penalty': None}"
away,62%,6,4,10,1,2,,407,,6,3,5,8,14,501,3,157207,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-28T19:45:00+00:00,1577562300,1577562300.0,1577565900.0,Regular Season - 20,Match Finished,FT,90,Turf Moor (Burnley),"Mike Dean, England","{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",0.0,2.0,"{'halftime': '0-1', 'fulltime': '0-2', 'extratime': None, 'penalty': None}"
home,42%,0,2,13,2,2,,337,,6,5,2,1,7,427,5,157205,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-29T14:00:00+00:00,1577628000,1577628000.0,1577631600.0,Regular Season - 20,Match Finished,FT,90,Emirates Stadium (London),"Craig Pawson, England","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}",1.0,2.0,"{'halftime': '1-0', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
away,58%,3,3,19,1,1,,482,,10,6,4,3,13,577,4,157205,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-29T14:00:00+00:00,1577628000,1577628000.0,1577631600.0,Regular Season - 20,Match Finished,FT,90,Emirates Stadium (London),"Craig Pawson, England","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}",1.0,2.0,"{'halftime': '1-0', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
home,62%,3,5,7,2,2,,522,,7,4,3,3,10,607,1,157208,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-29T16:30:00+00:00,1577637000,1577637000.0,1577640600.0,Regular Season - 20,Match Finished,FT,90,Anfield (Liverpool),"Anthony Taylor, England","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}","{'team_id': 39, 'team_name': 'Wolves', 'logo': 'https://media.api-football.com/teams/39.png'}",1.0,0.0,"{'halftime': '1-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
away,38%,3,6,3,2,5,,258,,4,5,2,6,10,352,0,157208,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-29T16:30:00+00:00,1577637000,1577637000.0,1577640600.0,Regular Season - 20,Match Finished,FT,90,Anfield (Liverpool),"Anthony Taylor, England","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}","{'team_id': 39, 'team_name': 'Wolves', 'logo': 'https://media.api-football.com/teams/39.png'}",1.0,0.0,"{'halftime': '1-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
home,72%,6,8,5,0,1,,782,,6,6,4,10,16,863,1,157209,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-29T18:00:00+00:00,1577642400,1577642400.0,1577646000.0,Regular Season - 20,Match Finished,FT,90,Etihad Stadium (Manchester),"Chris Kavanagh, England","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}","{'team_id': 62, 'team_name': 'Sheffield Utd', 'logo': 'https://media.api-football.com/teams/62.png'}",2.0,0.0,"{'halftime': '0-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
away,28%,2,5,6,2,5,,235,,7,6,0,1,8,314,1,157209,524,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/2.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2019-12-29T18:00:00+00:00,1577642400,1577642400.0,1577646000.0,Regular Season - 20,Match Finished,FT,90,Etihad Stadium (Manchester),"Chris Kavanagh, England","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}","{'team_id': 62, 'team_name': 'Sheffield Utd', 'logo': 'https://media.api-football.com/teams/62.png'}",2.0,0.0,"{'halftime': '0-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
