team,Ball Possession,Blocked Shots,Corner Kicks,Fouls,Goalkeeper Saves,Offsides,Passes %,Passes accurate,Red Cards,Shots insidebox,Shots off Goal,Shots on Goal,Shots outsidebox,Total Shots,Total passes,Yellow Cards,fixture_id,league_id,league,event_date,event_timestamp,firstHalfStart,secondHalfStart,round,status,statusShort,elapsed,venue,referee,homeTeam,awayTeam,goalsHomeTeam,goalsAwayTeam,score
home,49%,2,5,8,4,1,76%,343,0,7,7,5,7,14,449,2,17696,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T11:30:00+00:00,1471087800,1471087800,1471091400,Regular Season - 1,Match Finished,FT,90,KCOM Stadium (Hull),,"{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-football.com/teams/64.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,51%,4,3,17,3,0,78%,352,0,9,9,5,9,18,453,2,17696,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T11:30:00+00:00,1471087800,1471087800,1471091400,Regular Season - 1,Match Finished,FT,90,KCOM Stadium (Hull),,"{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-football.com/teams/64.png'}","{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,47%,2,7,10,7,3,71%,249,0,6,5,3,4,10,353,3,17691,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,Turf Moor (Burnley),,"{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
away,53%,2,4,14,3,2,78%,297,0,11,6,9,6,17,383,2,17691,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,Turf Moor (Burnley),,"{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
home,62%,3,3,12,2,0,72%,298,0,7,7,4,7,14,414,2,17692,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,Selhurst Park (London),,"{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
away,38%,2,6,15,4,2,58%,143,0,8,8,3,5,13,245,2,17692,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,Selhurst Park (London),,"{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}","{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}",0.0,1.0,"{'halftime': '0-0', 'fulltime': '0-1', 'extratime': None, 'penalty': None}"
home,42%,2,5,10,3,5,73%,262,0,6,4,6,6,12,361,,17693,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,Goodison Park (Liverpool),,"{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",1.0,1.0,"{'halftime': '1-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,58%,5,6,14,5,0,80%,384,0,8,4,4,5,13,483,,17693,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,Goodison Park (Liverpool),,"{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}","{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}",1.0,1.0,"{'halftime': '1-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,45%,4,9,18,0,1,75%,262,0,8,6,2,4,12,349,3,17694,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,Riverside Stadium (Middlesbrough),,"{'team_id': 70, 'team_name': 'Middlesbrough', 'logo': 'https://media.api-football.com/teams/70.png'}","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}",1.0,1.0,"{'halftime': '1-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,55%,2,6,14,1,2,79%,330,0,7,9,1,5,12,420,5,17694,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,Riverside Stadium (Middlesbrough),,"{'team_id': 70, 'team_name': 'Middlesbrough', 'logo': 'https://media.api-football.com/teams/70.png'}","{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}",1.0,1.0,"{'halftime': '1-0', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,64%,8,6,8,0,1,85%,495,0,11,10,6,13,24,583,1,17695,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,"St. Mary's Stadium (Southampton, Hampshire)",,"{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
away,36%,0,2,12,6,0,69%,224,1,1,4,1,4,5,325,2,17695,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T14:00:00+00:00,1471096800,1471096800,1471100400,Regular Season - 1,Match Finished,FT,90,"St. Mary's Stadium (Southampton, Hampshire)",,"{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}","{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
home,76%,4,9,11,2,1,86%,585,0,9,8,4,8,16,681,1,17690,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T16:30:00+00:00,1471105800,1471105800,1471109400,Regular Season - 1,Match Finished,FT,90,Etihad Stadium (Manchester),,"{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}","{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-football.com/teams/746.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,24%,2,6,14,3,2,55%,104,0,4,2,3,3,7,189,2,17690,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-13T16:30:00+00:00,1471105800,1471105800,1471109400,Regular Season - 1,Match Finished,FT,90,Etihad Stadium (Manchester),,"{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}","{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-football.com/teams/746.png'}",2.0,1.0,"{'halftime': '1-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,47%,4,4,7,4,3,85%,412,0,6,2,3,3,9,483,0,17689,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-14T12:30:00+00:00,1471177800,1471177800,1471181400,Regular Season - 1,Match Finished,FT,90,"Vitality Stadium (Bournemouth, Dorset)",,"{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",1.0,3.0,"{'halftime': '0-1', 'fulltime': '1-3', 'extratime': None, 'penalty': None}"
away,53%,2,2,10,2,4,87%,488,0,8,2,7,3,11,561,1,17689,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-14T12:30:00+00:00,1471177800,1471177800,1471181400,Regular Season - 1,Match Finished,FT,90,"Vitality Stadium (Bournemouth, Dorset)",,"{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}","{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}",1.0,3.0,"{'halftime': '0-1', 'fulltime': '1-3', 'extratime': None, 'penalty': None}"
home,50%,1,5,13,3,4,80%,386,0,6,3,5,3,9,485,3,17688,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-14T15:00:00+00:00,1471186800,1471186800,1471190400,Regular Season - 1,Match Finished,FT,90,Emirates Stadium (London),,"{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",3.0,4.0,"{'halftime': '1-1', 'fulltime': '3-4', 'extratime': None, 'penalty': None}"
away,50%,6,4,17,2,3,79%,380,0,12,3,7,4,16,479,3,17688,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-14T15:00:00+00:00,1471186800,1471186800,1471190400,Regular Season - 1,Match Finished,FT,90,Emirates Stadium (London),,"{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",3.0,4.0,"{'halftime': '1-1', 'fulltime': '3-4', 'extratime': None, 'penalty': None}"
home,61%,4,7,16,2,1,86%,480,0,9,6,6,7,16,556,5,17687,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-15T19:00:00+00:00,1471287600,1471287600,1471291200,Regular Season - 1,Match Finished,FT,90,Stamford Bridge (London),,"{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
away,39%,2,1,16,4,1,73%,257,0,4,2,3,3,7,350,2,17687,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-15T19:00:00+00:00,1471287600,1471287600,1471291200,Regular Season - 1,Match Finished,FT,90,Stamford Bridge (London),,"{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}","{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}",2.0,1.0,"{'halftime': '0-0', 'fulltime': '2-1', 'extratime': None, 'penalty': None}"
home,43%,1,4,11,1,2,83%,340,0,7,6,5,5,12,408,,17686,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-19T19:00:00+00:00,1471633200,1471633200,1471636800,Regular Season - 2,Match Finished,FT,90,Old Trafford (Manchester),,"{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
away,57%,3,0,8,3,2,85%,453,0,7,9,1,6,13,533,,17686,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-19T19:00:00+00:00,1471633200,1471633200,1471636800,Regular Season - 2,Match Finished,FT,90,Old Trafford (Manchester),,"{'team_id': 33, 'team_name': 'Manchester United', 'logo': 'https://media.api-football.com/teams/33.png'}","{'team_id': 41, 'team_name': 'Southampton', 'logo': 'https://media.api-football.com/teams/41.png'}",2.0,0.0,"{'halftime': '1-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
home,42%,2,7,12,2,3,73%,263,0,5,3,3,3,8,361,3,17685,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T11:30:00+00:00,1471692600,1471692600,1471696200,Regular Season - 2,Match Finished,FT,90,"Bet365 Stadium (Stoke-on-Trent, Staffordshire)",,"{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",1.0,4.0,"{'halftime': '0-2', 'fulltime': '1-4', 'extratime': None, 'penalty': None}"
away,58%,4,7,13,2,1,81%,398,0,9,2,6,3,12,493,4,17685,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T11:30:00+00:00,1471692600,1471692600,1471696200,Regular Season - 2,Match Finished,FT,90,"Bet365 Stadium (Stoke-on-Trent, Staffordshire)",,"{'team_id': 75, 'team_name': 'Stoke City', 'logo': 'https://media.api-football.com/teams/75.png'}","{'team_id': 50, 'team_name': 'Manchester City', 'logo': 'https://media.api-football.com/teams/50.png'}",1.0,4.0,"{'halftime': '0-2', 'fulltime': '1-4', 'extratime': None, 'penalty': None}"
home,19%,0,1,14,5,3,62%,130,0,0,1,2,3,3,210,0,17680,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,Turf Moor (Burnley),,"{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",2.0,0.0,"{'halftime': '2-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
away,81%,8,12,5,0,0,90%,765,0,9,13,5,17,26,848,1,17680,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,Turf Moor (Burnley),,"{'team_id': 44, 'team_name': 'Burnley', 'logo': 'https://media.api-football.com/teams/44.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",2.0,0.0,"{'halftime': '2-0', 'fulltime': '2-0', 'extratime': None, 'penalty': None}"
home,56%,7,8,7,2,0,85%,478,0,9,13,3,14,23,563,,17681,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,Liberty Stadium (Swansea),,"{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}","{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-football.com/teams/64.png'}",0.0,2.0,"{'halftime': '0-0', 'fulltime': '0-2', 'extratime': None, 'penalty': None}"
away,44%,5,3,10,3,5,79%,362,0,9,3,4,3,12,460,,17681,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,Liberty Stadium (Swansea),,"{'team_id': 76, 'team_name': 'Swansea', 'logo': 'https://media.api-football.com/teams/76.png'}","{'team_id': 64, 'team_name': 'Hull City', 'logo': 'https://media.api-football.com/teams/64.png'}",0.0,2.0,"{'halftime': '0-0', 'fulltime': '0-2', 'extratime': None, 'penalty': None}"
home,56%,6,10,19,2,2,80%,353,0,10,9,5,10,20,440,3,17682,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,White Hart Lane (London),,"{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
away,44%,2,4,9,4,0,72%,234,0,4,6,2,6,10,325,3,17682,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,White Hart Lane (London),,"{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}","{'team_id': 52, 'team_name': 'Crystal Palace', 'logo': 'https://media.api-football.com/teams/52.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
home,37%,2,0,20,2,1,76%,251,0,3,2,2,3,6,330,4,17683,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,Vicarage Road Stadium (Watford),,"{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}",1.0,2.0,"{'halftime': '0-0', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
away,63%,3,5,10,1,2,87%,488,0,6,6,4,7,13,560,3,17683,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,Vicarage Road Stadium (Watford),,"{'team_id': 38, 'team_name': 'Watford', 'logo': 'https://media.api-football.com/teams/38.png'}","{'team_id': 49, 'team_name': 'Chelsea', 'logo': 'https://media.api-football.com/teams/49.png'}",1.0,2.0,"{'halftime': '0-0', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
home,33%,2,7,16,5,0,61%,174,0,8,5,4,3,11,283,3,17684,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,The Hawthorns (West Bromwich),,"{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}",1.0,2.0,"{'halftime': '1-1', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
away,67%,1,4,10,3,1,84%,486,0,10,5,7,3,13,580,1,17684,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T14:00:00+00:00,1471701600,1471701600,1471705200,Regular Season - 2,Match Finished,FT,90,The Hawthorns (West Bromwich),,"{'team_id': 60, 'team_name': 'West Brom', 'logo': 'https://media.api-football.com/teams/60.png'}","{'team_id': 45, 'team_name': 'Everton', 'logo': 'https://media.api-football.com/teams/45.png'}",1.0,2.0,"{'halftime': '1-1', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
home,39%,5,2,11,4,1,71%,256,0,3,2,1,5,8,362,1,17679,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T16:30:00+00:00,1471710600,1471710600,1471714200,Regular Season - 2,Match Finished,FT,90,"King Power Stadium (Leicester, Leicestershire)",,"{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
away,61%,5,7,7,1,2,81%,450,0,5,4,4,8,13,555,2,17679,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-20T16:30:00+00:00,1471710600,1471710600,1471714200,Regular Season - 2,Match Finished,FT,90,"King Power Stadium (Leicester, Leicestershire)",,"{'team_id': 46, 'team_name': 'Leicester', 'logo': 'https://media.api-football.com/teams/46.png'}","{'team_id': 42, 'team_name': 'Arsenal', 'logo': 'https://media.api-football.com/teams/42.png'}",0.0,0.0,"{'halftime': '0-0', 'fulltime': '0-0', 'extratime': None, 'penalty': None}"
home,46%,7,8,11,1,2,77%,307,0,13,6,5,5,18,401,1,17678,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-21T12:30:00+00:00,1471782600,1471782600,1471786200,Regular Season - 2,Match Finished,FT,90,Stadium of Light (Sunderland),,"{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-football.com/teams/746.png'}","{'team_id': 70, 'team_name': 'Middlesbrough', 'logo': 'https://media.api-football.com/teams/70.png'}",1.0,2.0,"{'halftime': '0-2', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
away,54%,3,1,14,4,0,78%,372,0,3,2,3,5,8,476,1,17678,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-21T12:30:00+00:00,1471782600,1471782600,1471786200,Regular Season - 2,Match Finished,FT,90,Stadium of Light (Sunderland),,"{'team_id': 746, 'team_name': 'Sunderland', 'logo': 'https://media.api-football.com/teams/746.png'}","{'team_id': 70, 'team_name': 'Middlesbrough', 'logo': 'https://media.api-football.com/teams/70.png'}",1.0,2.0,"{'halftime': '0-2', 'fulltime': '1-2', 'extratime': None, 'penalty': None}"
home,46%,5,1,15,5,1,78%,277,0,9,9,2,7,16,355,3,17677,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-21T15:00:00+00:00,1471791600,1471791600,1471795200,Regular Season - 2,Match Finished,FT,90,London Stadium (London),,"{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
away,54%,2,6,15,1,1,78%,320,1,4,1,5,4,8,410,3,17677,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-21T15:00:00+00:00,1471791600,1471791600,1471795200,Regular Season - 2,Match Finished,FT,90,London Stadium (London),,"{'team_id': 48, 'team_name': 'West Ham', 'logo': 'https://media.api-football.com/teams/48.png'}","{'team_id': 35, 'team_name': 'Bournemouth', 'logo': 'https://media.api-football.com/teams/35.png'}",1.0,0.0,"{'halftime': '0-0', 'fulltime': '1-0', 'extratime': None, 'penalty': None}"
home,49%,2,5,11,2,2,73%,306,0,5,5,4,6,11,419,3,17676,56,"{'name': 'Premier League', 'country': 'England', 'logo': 'https://media.api-football.com/leagues/56.png', 'flag': 'https://media.api-football.com/flags/gb.svg'}",2016-08-27T11:30:00+00:00,1472297400,1472297400,1472301000,Regular Season - 3,Match Finished,FT,90,White Hart Lane (London),,"{'team_id': 47, 'team_name': 'Tottenham', 'logo': 'https://media.api-football.com/teams/47.png'}","{'team_id': 40, 'team_name': 'Liverpool', 'logo': 'https://media.api-football.com/teams/40.png'}",1.0,1.0,"{'halftime': '0-1', 'fulltime': '1-1', 'extratime': None, 'penalty': None}"
